Timestamp,Callsign,lat,lon,Altitude,Speed,Direction
2024-01-09 19:43:16+00:00,ENY4071,25.837326049804688,-80.15920387124112,1021.08,10.82023688089099,153.46046462743087
2024-01-09 19:43:17+00:00,ENY4071,25.83858683957892,-80.158943763146,1028.7,9.462322208025617,153.33279366970012
2024-01-09 19:43:18+00:00,ENY4071,25.839238570908368,-80.15883812537561,1043.94,8.702223789946798,153.0079613157423
2024-01-09 19:43:19+00:00,ENY4071,25.84117126464844,-80.15853018130895,1066.8,6.766174822553061,152.8253726357374
2024-01-09 19:43:21+00:00,ENY4071,25.844126555879235,-80.15825711763819,1097.28,5.0367827095225,152.34927051960682
2024-01-09 19:43:22+00:00,ENY4071,25.84556579589844,-80.1581674251916,1112.52,3.685146655155773,152.07542421337675
2024-01-09 19:43:23+00:00,ENY4071,25.846919690148304,-80.15809866098255,1127.76,1.9349323095527695,152.36229854295777
2024-01-09 19:43:24+00:00,ENY4071,25.848220825195312,-80.15806378058664,1143.0,1.3547152510306295,152.31799871718195
2024-01-09 19:43:25+00:00,ENY4071,25.84961971994173,-80.15804584209735,1158.24,0.7742201649280623,152.28932725718488
2024-01-09 19:43:26+00:00,ENY4071,25.85101318359375,-80.15801195828419,1165.86,0.5806805858927059,152.2832447383559
2024-01-09 19:43:27+00:00,ENY4071,25.85224914550781,-80.15801195828419,1181.1,0.3858243331694871,152.79333223008774
2024-01-09 19:43:28+00:00,ENY4071,25.853805541992188,-80.15801195828419,1196.34,0.3858243331694871,152.79333223008774
2024-01-09 19:43:34+00:00,ENY4071,25.86103820800781,-80.15796013598174,1249.68,0.5729386976834859,154.34091646709314
2024-01-09 19:43:35+00:00,ENY4071,25.863585391287074,-80.1579402043269,1272.54,0.5710353731147716,154.8553348322652
2024-01-09 19:43:36+00:00,ENY4071,25.864974975585938,-80.15790831367923,1280.16,0.7613608915303042,154.86131632663114
2024-01-09 19:43:37+00:00,ENY4071,25.86642507779396,-80.15788738544171,1295.4,0.7613608915303042,154.86131632663114
2024-01-09 19:43:39+00:00,ENY4071,25.86900329589844,-80.15780466907427,1318.26,1.1381770074881843,155.3927472000178
2024-01-09 19:43:40+00:00,ENY4071,25.86982339115466,-80.15778174767127,1325.88,1.1344216309770068,155.90709003440455
2024-01-09 19:43:41+00:00,ENY4071,25.871841430664062,-80.15775284677181,1333.5,1.1344216309770068,155.90709003440455
2024-01-09 19:43:42+00:00,ENY4071,25.873268256753175,-80.15772892878607,1348.74,1.130690951237971,156.42143353415946
2024-01-09 19:43:43+00:00,ENY4071,25.874679565429688,-80.1577010244693,1363.98,1.130690951237971,156.42143353415946
2024-01-09 19:43:44+00:00,ENY4071,25.87615449549788,-80.15767610990082,1371.6,0.7513769830242889,156.91891303295017
2024-01-09 19:43:45+00:00,ENY4071,25.8775634765625,-80.1577010244693,1379.22,359.62429535534324,156.90879336701607
2024-01-09 19:43:46+00:00,ENY4071,25.878947629766948,-80.15772892878607,1394.46,358.6852457086173,156.94673874981942
2024-01-09 19:43:47+00:00,ENY4071,25.88015798795021,-80.15778174767127,1402.0800000000002,357.73949808885874,156.51277057425108
2024-01-09 19:43:48+00:00,ENY4071,25.88095092773437,-80.15780466907427,1409.7,357.1751965926166,156.58123839013464
2024-01-09 19:43:49+00:00,ENY4071,25.88290456998146,-80.15788738544171,1424.94,356.6114430092765,156.66488064040595
2024-01-09 19:43:50+00:00,ENY4071,25.88433837890625,-80.15801195828419,1440.18,356.4236656250026,156.69612941406905
2024-01-09 19:43:51+00:00,ENY4071,25.885790808726163,-80.15809866098255,1455.42,356.0483455186177,156.76367303582023
2024-01-09 19:43:52+00:00,ENY4071,25.88731384277344,-80.15821924749412,1470.66,355.8608107442738,156.79996571024623
2024-01-09 19:43:53+00:00,ENY4071,25.888770151946503,-80.15836275540863,1478.28,355.47117576306744,156.3647439249953
2024-01-09 19:43:54+00:00,ENY4071,25.890060424804688,-80.1584783590065,1493.52,355.47117576306744,156.3647439249953
2024-01-09 19:43:55+00:00,ENY4071,25.89170837402344,-80.15868564821636,1508.76,353.57652956344344,156.3435858198249
2024-01-09 19:43:56+00:00,ENY4071,25.8931926145392,-80.1588909442608,1516.38,353.20211749971367,156.46203435683688
2024-01-09 19:43:57+00:00,ENY4071,25.89463806152344,-80.15910022663621,1531.62,352.4302949451822,156.2089531972106
2024-01-09 19:43:58+00:00,ENY4071,25.89538056971663,-80.15920785757208,1539.24,351.8431613997617,155.9104850018512
2024-01-09 19:43:59+00:00,ENY4071,25.897476196289062,-80.15956662735846,1562.1,351.46923439005184,156.05979045301964
2024-01-09 19:44:00+00:00,ENY4071,25.898266808461333,-80.15973604642426,1562.1,350.87983093136774,155.78821956398653
2024-01-09 19:44:01+00:00,ENY4071,25.899627685546875,-80.15998120577831,1577.34,350.28843181876096,155.5331912042445
