Timestamp,Callsign,lat,lon,Altitude,Speed,Direction
2025-07-08 14:53:19+00:00,,18.344514491194385,-69.72353293678978,1089.66,254.14063373339428,141.18746643789828
2025-07-08 14:53:20+00:00,,18.34432983398437,-69.72419193812777,1089.66,254.14063373339428,141.18746643789828
2025-07-08 14:53:21+00:00,,18.34395586434057,-69.72548051313919,1104.9,254.14063373339428,141.18746643789828
2025-07-08 14:53:22+00:00,,18.34364318847656,-69.72664424351285,1112.52,254.14063373339428,141.18746643789828
2025-07-08 14:53:24+00:00,,18.34295654296875,-69.72909654889787,1135.38,253.8556612197165,142.4601237725637
2025-07-08 14:53:32+00:00,,18.339569091796875,-69.74081856863836,1249.68,252.987453190756,144.18021609560213
2025-07-08 14:53:36+00:00,,18.33819580078125,-69.74537985665455,1303.02,252.987453190756,144.18021609560213
2025-07-08 14:53:38+00:00,,18.337298894332623,-69.748252175071,1325.88,252.987453190756,144.18021609560213
2025-07-08 14:53:42+00:00,,18.335716118246825,-69.75334583629262,1379.22,252.13990592932092,145.9326297095505
2025-07-08 14:53:43+00:00,,18.33529714810646,-69.75469415838069,1386.84,252.13990592932092,145.9326297095505
2025-07-08 14:53:44+00:00,AAL1856,18.33511093915519,-69.75534335049713,1394.46,252.20164475304148,146.4223667555861
2025-07-08 14:53:48+00:00,AAL1856,18.33362126754502,-69.76053688742894,1447.8000000000002,252.20164475304148,146.4223667555861
2025-07-08 14:53:49+00:00,AAL1856,18.33296953621557,-69.76293390447444,1470.66,254.4116680928941,147.4086297175687
2025-07-08 14:53:53+00:00,AAL1856,18.33197021484375,-69.76789202008928,1524.0,254.4116680928941,147.4086297175687
2025-07-08 14:53:55+00:00,AAL1856,18.3314798646054,-69.77122358842325,1554.48,254.4116680928941,147.4086297175687
2025-07-08 14:53:56+00:00,AAL1856,18.331466674804688,-69.77191380092074,1562.1,261.61675151907065,148.2000574877335
2025-07-08 14:53:58+00:00,AAL1856,18.33129365565413,-69.77471923828125,1592.5800000000002,261.61675151907065,148.2000574877335
2025-07-08 14:54:07+00:00,AAL1856,18.332643670550848,-69.7877530184659,1714.5,280.1455444338964,148.94553128561574
2025-07-08 14:54:09+00:00,AAL1856,18.333572387695312,-69.79104178292408,1744.98,280.1455444338964,148.94553128561574
2025-07-08 14:54:30+00:00,AAL1856,18.34552001953125,-69.8178700038365,2011.68,296.13100054493856,151.8481488641663
2025-07-08 14:54:34+00:00,AAL1856,18.34758693889036,-69.82216020063919,2057.4,296.3069638257418,153.22574420945708
2025-07-08 14:54:36+00:00,AAL1856,18.348797297073624,-69.82475696910512,2080.26,296.3937638562302,153.91507655798625
2025-07-08 14:54:38+00:00,AAL1856,18.350473177635063,-69.82830255681819,2110.74,296.4797896633567,154.6047590007375
2025-07-08 14:54:39+00:00,AAL1856,18.351058959960938,-69.82949393136158,2118.36,296.4797896633567,154.6047590007375
2025-07-08 14:54:40+00:00,AAL1856,18.35165405273437,-69.83081817626953,2133.6,296.3950345261977,155.06540321032418
2025-07-08 14:54:52+00:00,AAL1856,18.359038789393537,-69.84682950106534,2301.24,295.2920211570213,155.33312653239528
2025-07-08 14:54:57+00:00,AAL1856,18.36199951171875,-69.85333033970426,2369.82,295.2920211570213,155.33312653239528
