step,callsign_a,callsign_b,h_sep_nm,v_sep_ft,alt_a_ft,alt_b_ft,lat_a,lon_a,lat_b,lon_b,duration_steps,resolved_step,severity
3774,NKS2012,UAL2105,2.9994,137.2,1973.58,1249.68,29.8853759765625,-95.16008817232569,29.87573655985169,-95.21532844094668,37,3811,MODERATE
3783,NKS1846,NKS2012,2.9832,61.0,2034.54,1927.86,29.878692626953125,-95.126706636869,29.88802635063559,-95.17342960133271,48,3831,MODERATE
3788,NKS1846,UAL2105,2.9404,114.3,1996.44,1470.66,29.88070678710937,-95.13716477614184,29.8705227092161,-95.1935173483456,19,3807,MODERATE
3799,NKS272,UAL723,0.8605,144.8,1973.58,2080.26,26.114913940429688,-80.78578733048346,26.10798463983051,-80.73150047889123,311,4110,MODERATE
3816,UAL1795,UAL2247,2.5517,0.0,10363.2,10363.2,29.245834350585938,-92.5352008526142,29.29457842293432,-92.53902659696688,21,3837,MODERATE
3828,AAL1465,NKS1708,2.8829,388.6,8625.84,8633.460000000001,26.3291015625,-82.00666895452537,26.359506380760063,-82.03195425180289,61,3889,MODERATE
3865,NKS271,NKS693,2.7494,609.6,10972.8,10363.2,29.00473022460937,-89.27838839017429,28.997668250132413,-89.24124325022979,18,3883,HIGH
3896,UAL1795,UAL2247,2.8274,76.2,1143.0,1280.16,29.82783430713718,-94.8050106272978,29.819035934189618,-94.75422578699448,6,3902,MODERATE
4215,AAL324,NKS1708,2.9878,83.8,2720.34,2804.1600000000003,25.851342152741,-80.87564321664661,25.888595581054688,-80.91187099240858,3,4218,MODERATE
4299,NKS271,NKS693,2.9842,609.6,10972.8,10363.2,29.19863426079184,-90.28941434972428,29.191909790039062,-90.23293128380408,2,4301,MODERATE
4302,NKS271,NKS693,2.9994,609.6,10972.8,10363.2,29.1995653055482,-90.29711555032168,29.19286178330244,-90.24040670955884,1,4303,MODERATE
4308,NKS271,NKS693,2.9102,609.6,10965.18,10363.2,29.20111083984375,-90.309571486253,29.19451904296875,-90.25321373572716,234,4542,MODERATE
4539,AAL324,UAL1739,2.996,213.4,1539.24,1844.04,29.861165709414724,-95.2194752412684,29.891564320709744,-95.23773193359376,8,4547,MODERATE
4578,AAL2230,AAL324,2.0803,7.6,3627.12,3634.74,29.79892536745233,-94.90927303538604,29.806137084960938,-94.87021813025842,1,4579,MODERATE
