index,Active Flights,Total Conflicts,Flights Airborne,Avg Altitude (ft),Avg Speed (kts),In TFR,TFR Warnings,Mode
0,118,0,118,1308.315254237288,159.76605220777495,45,0,mdp_vi
1,118,0,118,1710.1218644067797,170.14422894731922,45,0,mdp_vi
2,118,0,118,2061.8167796610164,171.46214466636812,45,0,mdp_vi
3,118,0,118,2265.743220338983,174.5670218160677,45,0,mdp_vi
4,118,0,118,2368.049152542373,181.5962616087852,45,0,mdp_vi
5,117,0,117,2436.0179487179494,182.86800229292942,45,0,mdp_vi
6,117,0,117,2444.564957264958,178.24634848632698,45,0,mdp_vi
7,117,0,117,2449.2658119658126,173.19422520872513,45,0,mdp_vi
8,117,0,117,2468.0692307692316,172.31675932970217,45,0,mdp_vi
9,117,0,117,2494.7786324786334,173.0076225508415,45,0,mdp_vi
10,117,0,117,2534.0948717948727,173.74352498575428,45,0,mdp_vi
11,117,0,117,2533.2401709401715,173.43694372476125,45,0,mdp_vi
12,117,0,117,2554.607692307693,167.09017103209186,45,0,mdp_vi
13,117,0,117,2576.829914529915,166.25523897351513,45,0,mdp_vi
14,117,0,117,2601.61623931624,166.55282800806089,45,0,mdp_vi
15,117,0,117,2626.402564102565,166.13444953261325,45,0,mdp_vi
16,117,0,117,2652.0435897435905,165.61732366741768,45,0,mdp_vi
17,117,0,117,2677.6846153846163,168.24595885911594,45,0,mdp_vi
18,117,0,117,2709.735897435898,170.84087858450448,45,0,mdp_vi
19,117,0,117,2745.2059829059835,170.3363061675564,45,0,mdp_vi
20,117,0,117,2770.8470085470094,169.83291988872284,44,1,mdp_vi
21,117,0,117,2797.342735042736,169.36022419567124,44,1,mdp_vi
22,117,0,117,2822.9837606837614,171.80826123364133,44,1,mdp_vi
23,117,0,117,2849.479487179488,171.29338457391216,44,1,mdp_vi
24,117,0,117,2875.9752136752145,172.17269398917787,44,1,mdp_vi
25,117,0,117,2900.761538461539,176.70871118698153,44,1,mdp_vi
26,117,0,117,2924.693162393163,176.39836663132021,44,1,mdp_vi
27,117,0,117,2948.6247863247872,175.85301043401964,44,1,mdp_vi
28,117,0,117,2972.5564102564113,178.48128814464962,44,0,mdp_vi
29,117,0,117,2995.633333333334,178.2825105199729,44,0,mdp_vi
30,117,0,117,3018.710256410257,175.4360831275392,44,0,mdp_vi
31,117,0,117,3040.9324786324796,175.1608262882181,44,0,mdp_vi
32,117,0,117,3062.3000000000006,177.5922646200401,44,0,mdp_vi
33,117,0,117,3082.8128205128214,178.74232747563292,44,0,mdp_vi
34,117,0,117,3105.0350427350436,178.44241112405103,44,0,mdp_vi
35,117,0,117,3127.2572649572658,178.1233580530363,43,1,mdp_vi
36,117,0,117,3149.479487179488,180.1333996532823,43,1,mdp_vi
37,117,0,117,3169.9923076923087,179.84665329555415,43,1,mdp_vi
38,117,0,117,3189.6504273504283,182.38561640014782,43,1,mdp_vi
39,117,0,117,3212.727350427351,182.03353713283863,43,1,mdp_vi
40,117,0,117,3236.6589743589752,181.77578420681556,43,1,mdp_vi
41,117,0,117,3259.735897435898,181.3276363620684,43,0,mdp_vi
42,117,0,117,3282.8128205128214,182.6358144147775,43,0,mdp_vi
43,117,0,117,3307.599145299146,183.67857930803143,43,0,mdp_vi
44,117,0,117,3329.8213675213683,183.4574607477741,43,0,mdp_vi
45,117,0,117,3352.898290598291,186.28075947250989,43,0,mdp_vi
46,117,0,117,3376.829914529915,188.81327179918466,43,0,mdp_vi
47,117,0,117,3399.9068376068385,188.57169901328066,43,0,mdp_vi
48,117,0,117,3421.27435897436,188.37070449513195,43,0,mdp_vi
49,117,0,117,3442.641880341881,188.2583706185995,43,0,mdp_vi
50,117,0,117,3465.7188034188043,188.0644826612349,43,0,mdp_vi
51,117,0,117,3489.6504273504283,187.89576735425325,43,0,mdp_vi
52,117,0,117,3514.436752136753,187.7841185049544,43,0,mdp_vi
53,117,0,117,3539.2230769230778,187.53428070161104,43,0,mdp_vi
54,117,0,117,3564.864102564103,187.3572129703018,43,0,mdp_vi
55,117,0,117,3589.6504273504283,187.1794672915365,43,0,mdp_vi
56,117,0,117,3614.436752136753,186.96775426068453,43,0,mdp_vi
57,117,0,117,3640.9324786324796,189.86257655930703,42,1,mdp_vi
58,117,0,117,3664.864102564103,189.3898314132664,41,2,mdp_vi
59,117,0,117,3687.086324786326,192.24121348264356,41,2,mdp_vi
60,117,0,117,3711.0179487179494,192.0613507302904,41,2,mdp_vi
61,117,0,117,3734.9495726495734,191.90457436153565,41,2,mdp_vi
62,117,0,117,3758.8811965811974,191.6513623058906,41,1,mdp_vi
63,117,0,117,3781.9581196581203,194.5835614018651,40,2,mdp_vi
64,117,0,117,3805.0350427350436,194.319555852748,40,1,mdp_vi
65,117,0,117,3829.8213675213683,194.03003780070466,40,1,mdp_vi
66,117,0,117,3852.898290598291,193.82579795758255,40,1,mdp_vi
67,117,0,117,3877.6846153846163,196.73821099268002,40,2,mdp_vi
68,117,0,117,3901.61623931624,195.19503818260785,40,2,mdp_vi
69,117,0,117,3922.9837606837614,193.31857347293644,40,0,mdp_vi
70,117,0,117,3947.770085470086,193.0798757018186,40,0,mdp_vi
71,117,0,117,3971.70170940171,192.78530714672695,40,0,mdp_vi
72,117,0,117,3990.505128205129,192.60197857316322,40,0,mdp_vi
73,117,0,117,4011.0179487179494,192.39549603983386,40,0,mdp_vi
74,117,0,117,4034.0948717948727,192.188681241945,40,0,mdp_vi
75,117,0,117,4057.1717948717956,192.00633765849707,40,0,mdp_vi
76,117,0,117,4078.7030769230773,195.45695884997832,40,0,mdp_vi
77,117,0,117,4123.147521367522,195.17557311068038,40,0,mdp_vi
78,117,0,117,4134.685982905984,195.01306610594074,40,0,mdp_vi
79,117,0,117,4156.858290598291,194.41613230293336,40,0,mdp_vi
80,117,0,117,4191.473675213676,194.1699501937219,40,0,mdp_vi
81,117,0,117,4212.841196581197,193.82136740032146,40,0,mdp_vi
82,117,0,117,4231.644615384616,193.5373801960774,40,0,mdp_vi
83,117,0,117,4251.302735042736,192.99077406773915,40,0,mdp_vi
84,117,0,117,4270.960854700856,193.09774686837451,39,1,mdp_vi
85,117,0,117,4290.618974358975,192.72647531625455,39,1,mdp_vi
86,117,0,117,4310.277094017095,192.41040814003594,39,1,mdp_vi
87,117,0,117,4330.789914529915,192.01746027974767,39,1,mdp_vi
88,117,0,117,4349.593333333333,193.36230989156294,39,1,mdp_vi
89,117,0,117,4368.396752136752,194.44058864492825,39,1,mdp_vi
90,117,0,117,4388.909572649573,194.08512026380723,39,0,mdp_vi
91,117,0,117,4406.858290598291,193.85282668590628,39,0,mdp_vi
92,117,0,117,4423.952307692308,193.4840370616892,39,0,mdp_vi
93,117,0,117,4440.191623931624,193.13894237843135,39,0,mdp_vi
94,117,0,117,4458.140341880342,192.90499821106488,39,0,mdp_vi
95,117,0,117,4474.379658119658,192.5634888902015,39,0,mdp_vi
96,117,0,117,4488.909572649573,192.2361666849134,39,0,mdp_vi
97,117,0,117,4503.4394871794875,192.04159940528382,39,0,mdp_vi
98,117,0,117,4515.405299145299,191.7530811589663,39,0,mdp_vi
99,117,0,117,4527.3711111111115,194.55432225913142,39,0,mdp_vi
100,117,0,117,4542.755726495727,194.28881898364943,39,0,mdp_vi
101,117,0,117,4556.430940170941,194.0344382993507,39,0,mdp_vi
102,117,0,117,4569.251452991453,193.7934938684815,39,0,mdp_vi
103,117,0,117,4582.926666666667,193.5294768939972,39,0,mdp_vi
104,117,0,117,4594.892478632479,193.3333782563967,39,0,mdp_vi
105,117,0,117,4605.148888888889,193.0453404514447,39,0,mdp_vi
106,117,0,117,4614.550598290599,192.77935389438127,39,0,mdp_vi
107,117,0,117,4622.456581196581,193.24756786373302,39,0,mdp_vi
108,117,0,117,4639.977948717949,192.95462173430832,39,0,mdp_vi
109,117,0,117,4636.986495726496,192.78950679172715,39,0,mdp_vi
110,117,0,117,4643.824102564103,192.53950510001047,39,0,mdp_vi
111,117,0,117,4650.66170940171,192.35187545671656,39,0,mdp_vi
112,117,0,117,4657.499316239317,192.15115221736858,39,0,mdp_vi
113,117,0,117,4665.191623931624,191.96998243145543,39,0,mdp_vi
114,117,0,117,4671.1745299145305,191.78756166519656,38,1,mdp_vi
115,117,0,117,4678.012136752137,191.57760486781447,38,1,mdp_vi
116,117,0,117,4683.140341880342,191.62259675512198,38,1,mdp_vi
117,117,0,117,4686.559145299146,191.26345750041546,38,1,mdp_vi
118,117,0,117,4689.977948717949,191.10710329833577,38,1,mdp_vi
119,117,0,117,4694.251452991453,190.95752362848967,38,0,mdp_vi
120,117,0,117,4699.379658119658,190.80916622075225,38,0,mdp_vi
121,117,0,117,4703.653162393162,190.89508855849476,38,0,mdp_vi
122,116,0,116,4717.146206896551,190.72289572109568,38,0,mdp_vi
123,116,0,116,4720.59448275862,190.58901280318867,38,0,mdp_vi
124,116,0,116,4724.904827586207,190.41338968156802,38,0,mdp_vi
125,116,0,116,4730.939310344827,190.26849063162837,38,0,mdp_vi
126,116,0,116,4732.663448275862,190.17253030688417,38,0,mdp_vi
127,116,0,116,4734.387586206896,190.3465093446042,38,0,mdp_vi
128,116,0,116,4736.973793103448,190.24590272991628,38,0,mdp_vi
129,116,0,116,4738.697931034482,189.81120212222717,38,0,mdp_vi
130,116,0,116,4741.284137931034,190.04732817938068,38,0,mdp_vi
131,116,0,116,4743.8703448275855,189.93834667147632,38,0,mdp_vi
132,116,0,116,4745.59448275862,189.84536040857822,38,0,mdp_vi
133,116,0,116,4747.318620689655,189.7440172586911,38,0,mdp_vi
134,116,0,116,4749.904827586207,189.6659063911123,38,0,mdp_vi
135,116,0,116,4751.628965517241,189.6192242456885,38,0,mdp_vi
136,116,0,116,4753.353103448276,189.57827046080382,38,0,mdp_vi
137,116,0,116,4755.939310344827,189.45886977124644,38,0,mdp_vi
138,116,0,116,4757.663448275862,192.09173651044452,38,0,mdp_vi
139,116,0,116,4759.387586206896,192.3081795119171,38,0,mdp_vi
140,116,0,116,4719.947931034482,193.4752418228706,38,0,mdp_vi
141,116,0,116,4721.672068965517,193.22717364035643,38,0,mdp_vi
142,116,0,116,4723.396206896551,192.5937367209074,38,0,mdp_vi
143,116,0,116,4725.982413793103,192.71728589190923,38,0,mdp_vi
144,116,0,116,4727.706551724137,192.5218004076303,38,0,mdp_vi
145,116,0,116,4729.4306896551725,192.38185999354903,38,0,mdp_vi
146,116,0,116,4731.154827586207,192.12238966077612,38,0,mdp_vi
147,116,0,116,4732.878965517241,192.08972901010887,38,0,mdp_vi
148,116,0,116,4734.603103448276,191.87189225101127,38,0,mdp_vi
149,116,0,116,4736.32724137931,191.7589128651505,38,0,mdp_vi
150,116,0,116,4737.189310344827,191.6273785674159,37,1,mdp_vi
151,116,0,116,4738.913448275862,191.51764354771583,37,1,mdp_vi
152,116,0,116,4739.775517241379,191.42173701533488,37,1,mdp_vi
153,116,0,116,4741.499655172413,191.30886302567313,37,1,mdp_vi
154,116,0,116,4744.085862068965,191.12219739558276,37,1,mdp_vi
155,116,0,116,4744.947931034482,190.99088929427467,37,1,mdp_vi
156,116,0,116,4746.672068965517,190.89693673130756,37,1,mdp_vi
157,116,0,116,4748.396206896551,190.70004108575745,37,1,mdp_vi
158,116,0,116,4750.1203448275855,190.55313982790324,37,1,mdp_vi
159,116,0,116,4751.84448275862,190.37055042932536,37,1,mdp_vi
160,116,0,116,4752.706551724137,190.28496508042593,37,1,mdp_vi
161,116,0,116,4752.706551724137,190.11576202175587,37,1,mdp_vi
162,116,0,116,4753.568620689655,189.9962097844115,37,1,mdp_vi
163,116,0,116,4755.29275862069,189.88353136253326,37,1,mdp_vi
164,116,0,116,4756.154827586207,189.76741344864675,37,1,mdp_vi
165,116,0,116,4756.154827586207,189.68082098698537,37,1,mdp_vi
166,116,0,116,4756.154827586207,189.5435788054846,37,1,mdp_vi
167,116,0,116,4757.016896551724,189.39152072134783,37,1,mdp_vi
168,116,0,116,4758.741034482759,189.32693096982715,37,1,mdp_vi
169,116,0,116,4759.603103448276,189.235118591167,37,1,mdp_vi
170,116,0,116,4759.603103448276,189.05609964763485,37,1,mdp_vi
171,116,0,116,4760.465172413793,189.01614272796044,37,1,mdp_vi
172,116,0,116,4761.32724137931,188.92950496927583,37,1,mdp_vi
173,116,0,116,4762.189310344827,188.8506216168377,37,1,mdp_vi
174,116,0,116,4763.051379310345,188.82675045445157,37,1,mdp_vi
175,116,0,116,4763.051379310345,188.7863315106215,37,1,mdp_vi
176,116,0,116,4763.913448275862,188.80937739219723,37,1,mdp_vi
177,116,0,116,4763.913448275862,188.83249558945585,37,1,mdp_vi
178,116,0,116,4763.913448275862,188.761098405347,37,1,mdp_vi
179,116,0,116,4764.775517241379,188.66373060739477,37,1,mdp_vi
180,116,0,116,4764.775517241379,188.596497304082,37,1,mdp_vi
181,116,0,116,4764.775517241379,188.5326044579724,37,1,mdp_vi
182,116,0,116,4765.637586206896,188.45972550150438,37,1,mdp_vi
183,116,0,116,4766.499655172413,188.35356462593796,37,1,mdp_vi
184,116,0,116,4768.223793103448,188.41367969934976,37,1,mdp_vi
185,116,0,116,4769.085862068965,188.35140400484013,37,1,mdp_vi
186,116,0,116,4769.085862068965,188.32061821771734,37,1,mdp_vi
187,116,0,116,4770.8099999999995,188.28101308405613,37,1,mdp_vi
188,116,0,116,4771.672068965517,188.25122748413594,37,1,mdp_vi
189,116,0,116,4772.534137931034,188.2081934375159,37,1,mdp_vi
190,116,0,116,4774.258275862068,188.1494265196629,37,1,mdp_vi
191,116,0,116,4775.1203448275855,188.10723252944106,37,1,mdp_vi
192,116,0,116,4775.982413793103,188.05511905826663,37,1,mdp_vi
193,116,0,116,4777.706551724137,188.00582275164683,37,1,mdp_vi
194,116,0,116,4778.568620689655,188.0021980578899,37,1,mdp_vi
195,116,0,116,4779.4306896551725,187.97143434368354,37,1,mdp_vi
196,116,0,116,4780.29275862069,187.9387023978628,37,1,mdp_vi
197,116,0,116,4781.154827586207,187.9300439786867,37,1,mdp_vi
198,116,0,116,4782.878965517241,187.88741986881303,37,1,mdp_vi
199,116,0,116,4783.741034482759,187.88794135332782,37,1,mdp_vi
200,116,0,116,4784.603103448276,187.85252427044637,37,1,mdp_vi
201,116,0,116,4785.465172413793,187.8697680029649,37,1,mdp_vi
202,116,0,116,4786.32724137931,187.86664089349418,37,1,mdp_vi
203,116,0,116,4788.051379310345,187.83056879603785,37,1,mdp_vi
204,116,0,116,4788.913448275862,187.80812420314894,37,1,mdp_vi
205,116,0,116,4789.775517241379,187.82618132389146,37,1,mdp_vi
206,116,0,116,4791.499655172413,187.82226362023042,37,1,mdp_vi
207,116,0,116,4792.361724137931,187.94032246967095,37,1,mdp_vi
208,116,0,116,4793.223793103448,190.72882408233696,37,1,mdp_vi
209,116,0,116,4793.223793103448,190.90392105136786,37,1,mdp_vi
210,116,0,116,4793.223793103448,190.93746485659145,37,1,mdp_vi
211,116,0,116,4794.947931034482,190.9421969535285,37,1,mdp_vi
212,116,0,116,4795.8099999999995,190.9584023315868,37,1,mdp_vi
213,116,0,116,4796.672068965517,190.94402616165468,37,1,mdp_vi
214,116,0,116,4797.534137931034,190.9393506864067,37,1,mdp_vi
215,116,0,116,4798.396206896551,190.93344322632655,37,1,mdp_vi
216,116,0,116,4800.120344827585,190.90546643700196,37,1,mdp_vi
217,116,0,116,4800.982413793102,190.93745971858246,37,1,mdp_vi
218,116,0,116,4801.844482758619,190.9009356762792,37,1,mdp_vi
219,116,0,116,4802.706551724136,190.85049052466888,37,1,mdp_vi
220,116,0,116,4803.5686206896535,190.83761744878356,37,1,mdp_vi
221,116,0,116,4805.292758620688,190.80546276439995,37,1,mdp_vi
222,116,0,116,4806.154827586206,190.84159755778947,37,1,mdp_vi
223,116,0,116,4807.016896551723,190.80459477677354,37,1,mdp_vi
224,116,0,116,4807.87896551724,190.761419718921,37,1,mdp_vi
225,116,0,116,4808.741034482758,190.74624833298842,37,1,mdp_vi
226,116,0,116,4809.603103448275,190.77651363355008,37,1,mdp_vi
227,116,0,116,4810.465172413792,190.73239309356177,37,1,mdp_vi
228,116,0,116,4811.327241379309,190.72625249542426,37,1,mdp_vi
229,116,0,116,4812.1893103448265,190.71621173862118,37,1,mdp_vi
230,116,0,116,4813.051379310344,190.69826180689452,37,1,mdp_vi
231,116,0,116,4813.913448275861,190.71102259107133,37,1,mdp_vi
232,116,0,116,4813.913448275861,190.7195433394668,37,1,mdp_vi
233,116,0,116,4813.913448275861,190.73907178394745,37,1,mdp_vi
234,116,0,116,4814.775517241378,190.7429531182119,37,1,mdp_vi
235,116,0,116,4815.637586206895,190.7509859610216,37,1,mdp_vi
236,116,0,116,4816.4996551724125,190.77262302688155,37,1,mdp_vi
