index,Active Flights,Total Conflicts,Flights Airborne,Avg Altitude (ft),Avg Speed (kts),In TFR,TFR Warnings,Mode
0,90,0,90,1240.7053333333336,156.4017752856921,33,0,baseline
1,90,429,90,1267.3753333333332,155.76596729328745,33,0,baseline
2,90,428,90,1290.828,155.244411803165,33,0,baseline
3,90,423,90,1310.132,154.7782956066383,33,0,baseline
4,90,407,90,1331.6373333333336,159.81788598479213,33,0,baseline
5,89,396,89,1342.2330337078652,163.238653658932,33,0,baseline
6,89,389,89,1358.0723595505617,162.84994344125076,33,0,baseline
7,89,374,89,1374.6822471910114,162.42252462808992,33,0,baseline
8,89,355,89,1392.4907865168539,162.39936283753212,33,0,baseline
9,89,350,89,1407.5595505617976,162.04455767726523,33,0,baseline
10,89,337,89,1424.5975280898876,161.7736877440369,33,0,baseline
11,89,324,89,1447.971235955056,161.72494182333324,33,0,baseline
12,89,307,89,1472.8860674157302,153.88460679279865,33,0,baseline
13,89,296,89,1492.321348314607,153.65146209073595,33,0,baseline
14,89,280,89,1518.8629213483148,157.54532987856223,33,0,baseline
15,89,274,89,1542.065393258427,157.50449686993824,33,0,baseline
16,89,264,89,1563.041797752809,157.41734876800297,33,0,baseline
17,89,258,89,1579.1379775280898,161.2814664616506,33,0,baseline
18,89,255,89,1600.5424719101125,161.0935991590821,33,0,baseline
19,89,249,89,1616.6386516853931,160.92816851872269,33,0,baseline
20,89,252,89,1632.9916853932584,160.70581342594178,33,0,baseline
21,89,246,89,1648.3173033707865,160.52166300990106,33,0,baseline
22,89,246,89,1663.9853932584267,164.34713320398612,33,0,baseline
23,89,244,89,1682.0507865168538,164.22711813709256,33,0,baseline
24,89,244,89,1696.434606741573,165.85162240392185,33,0,baseline
25,89,239,89,1712.8732584269662,171.8878386876126,33,0,baseline
26,89,230,89,1737.8737078651684,171.68031780420318,33,0,baseline
27,89,229,89,1759.192584269663,171.27105540457384,33,0,baseline
28,89,223,89,1832.3959550561797,171.11395292114176,33,0,baseline
29,89,224,89,1854.7422471910113,171.13597773834658,33,0,baseline
30,89,224,89,1882.396853932584,168.8576986403382,33,0,baseline
31,89,219,89,1905.085617977528,168.93896841985244,33,0,baseline
32,89,215,89,1925.976404494382,172.8855634458518,33,0,baseline
33,89,213,89,1971.7820224719105,174.8197974711465,33,0,baseline
34,89,210,89,2084.3696629213487,174.75496539437265,33,0,baseline
35,89,208,89,2108.856404494382,174.65439378550312,33,0,baseline
36,89,196,89,2143.7029213483147,174.3820298586284,33,0,baseline
37,89,189,89,2229.1496629213484,174.09311865176332,33,0,baseline
38,89,188,89,2250.382921348315,173.694975222722,33,0,baseline
39,89,183,89,2285.828764044944,173.4529846703776,33,0,baseline
40,89,174,89,2307.661348314607,173.28418270153202,33,0,baseline
41,89,172,89,2349.2716853932584,172.966401584636,33,0,baseline
42,89,163,89,2447.9035955056183,174.84734618146967,33,0,baseline
43,89,162,89,2466.6539325842696,176.6110368721814,33,0,baseline
44,89,159,89,2489.5139325842697,176.59419279353924,33,0,baseline
45,89,158,89,2507.4080898876405,180.59878529401513,33,0,baseline
46,89,157,89,2537.203146067416,180.583236833124,33,0,baseline
47,89,158,89,2584.892359550562,180.39319397955728,33,0,baseline
48,89,153,89,2605.954382022472,180.276293373423,33,0,baseline
49,89,150,89,2676.8460674157304,180.2470196096989,33,0,baseline
50,89,153,89,2724.8777528089886,180.12069537559927,33,0,baseline
51,89,150,89,2742.857528089888,179.997513595947,33,0,baseline
52,89,151,89,2757.3269662921352,179.94380561296373,33,0,baseline
53,89,147,89,2843.972359550562,179.70309433822524,33,0,baseline
54,89,144,89,2907.843370786517,179.57429927449783,33,0,baseline
55,89,145,89,2922.1415730337076,179.45294251712912,33,0,baseline
56,89,145,89,2940.6350561797753,179.27093044824915,33,0,baseline
57,89,144,89,2960.3271910112358,179.14876808356894,33,0,baseline
58,89,142,89,2996.02988764045,178.688657900555,33,0,baseline
59,89,142,89,3015.465168539326,182.5430005257406,33,0,baseline
60,89,138,89,3028.9071910112357,182.44215544396187,33,0,baseline
61,89,140,89,3052.794606741573,182.36445112842176,33,0,baseline
62,89,137,89,3068.205842696629,182.20938637196178,33,0,baseline
63,89,137,89,3081.819101123596,186.12553814669545,33,0,baseline
64,89,138,89,3094.8330337078655,185.88970704047253,33,0,baseline
65,89,136,89,3111.956629213483,185.69779817488626,33,0,baseline
66,89,134,89,3128.737752808989,185.5267953757977,33,0,baseline
67,89,136,89,3148.258651685393,185.38741207276541,33,0,baseline
68,89,132,89,3162.9849438202245,185.2442262420547,33,0,baseline
69,89,133,89,3178.139325842697,185.12211784313433,33,0,baseline
70,89,132,89,3193.6361797752807,184.92110335153893,33,0,baseline
71,89,133,89,3212.98584269663,184.71541341515413,33,0,baseline
72,89,130,89,3225.8285393258425,184.59344948216983,33,0,baseline
73,89,128,89,3239.1849438202244,184.42674695653,33,0,baseline
74,89,129,89,3258.534606741573,184.2699180925945,33,0,baseline
75,89,130,89,3273.432134831461,184.14219273190304,33,0,baseline
76,89,132,89,3285.7611235955055,183.95708340892222,33,0,baseline
77,89,128,89,3299.3743820224718,183.71722786269365,33,0,baseline
78,89,127,89,3389.615730337079,183.57906422283457,33,0,baseline
79,89,127,89,3419.4964044943827,183.2879638965846,33,0,baseline
80,89,125,89,3438.41797752809,183.08959213656908,33,0,baseline
81,89,118,89,3528.4880898876404,182.73164394042823,33,0,baseline
82,89,119,89,3548.693932584269,182.53756231501524,33,0,baseline
83,89,117,89,3563.4202247191015,182.06829999990856,33,0,baseline
84,89,117,89,3589.6193258426974,182.3516295437131,33,0,baseline
85,89,115,89,3612.2224719101123,181.98791090035152,33,0,baseline
86,89,115,89,3686.9669662921347,181.76730809046356,33,0,baseline
87,89,117,89,3696.813033707864,181.47020093008044,33,0,baseline
88,89,114,89,3708.5426966292134,181.21656458942445,33,0,baseline
89,89,117,89,3719.1593258426974,180.9017178954799,33,0,baseline
90,89,115,89,3730.974606741573,180.554838971403,33,0,baseline
91,89,115,89,3742.019325842696,180.37934944388428,33,0,baseline
92,89,116,89,3753.06404494382,180.07170887989238,33,0,baseline
93,89,114,89,3765.564269662921,179.72764206858113,33,0,baseline
94,89,113,89,3776.865842696629,179.5531366479641,33,0,baseline
95,89,115,89,3790.222247191012,179.24457118814865,33,0,baseline
96,89,114,89,3801.010112359551,178.93729216505145,33,0,baseline
97,89,112,89,3813.3391011235954,178.7985730197293,33,0,baseline
98,89,112,89,3823.9557303370784,178.53466653769075,33,0,baseline
99,89,110,89,3835.2573033707868,182.32550260831266,33,0,baseline
100,89,110,89,3846.6444943820225,182.09409943282523,33,0,baseline
101,89,107,89,3858.545393258427,181.92519817454365,33,0,baseline
102,89,106,89,3871.730561797753,181.714155608665,33,0,baseline
103,89,106,89,3884.658876404494,181.49304189492563,33,0,baseline
104,89,105,89,3902.296179775281,181.326109645905,33,0,baseline
105,89,105,89,3914.111460674157,181.0481510590026,33,0,baseline
106,89,105,89,3929.2658426966295,180.7843463347321,33,0,baseline
107,89,103,89,3941.1667415730335,180.59634736909388,33,0,baseline
108,89,102,89,3954.095056179775,180.36283576631791,33,0,baseline
109,89,101,89,3964.0267415730336,180.2166430424145,33,0,baseline
110,89,101,89,3975.4139325842693,180.01472040857226,33,0,baseline
111,89,101,89,3987.143595505619,179.88698203186047,33,0,baseline
112,89,98,89,3998.1026966292143,179.68402102120305,33,0,baseline
113,89,98,89,4090.3988764044952,179.838349320381,33,0,baseline
114,89,94,89,4101.35797752809,179.6261704010099,33,0,baseline
115,89,93,89,4114.543146067416,179.4938772452333,33,0,baseline
116,89,93,89,4126.700898876405,179.3247281695035,33,0,baseline
117,89,94,89,4138.002471910113,179.16429871234573,33,0,baseline
118,89,92,89,4149.646516853933,179.0195283467211,33,0,baseline
119,89,89,89,4160.862471910113,178.86286440844032,33,0,baseline
120,89,87,89,4172.934606741574,178.72277063116155,33,0,baseline
121,89,86,89,4185.520449438202,178.62368552927185,33,0,baseline
122,89,86,89,4197.421348314607,178.46758260516353,33,0,baseline
123,89,86,89,4210.777752808988,178.36438915305774,33,0,baseline
124,89,86,89,4223.106741573034,178.1731842628502,33,0,baseline
125,89,83,89,4234.92202247191,178.05456470102948,33,0,baseline
126,89,82,89,4250.675730337079,177.98737062362207,33,0,baseline
127,89,81,89,4262.576629213483,177.89783746121142,33,0,baseline
128,89,80,89,4274.391910112359,177.82278971104319,33,0,baseline
129,89,81,89,4285.3510112359545,177.66528060455133,33,0,baseline
130,89,81,89,4299.563595505619,177.62952056022633,33,0,baseline
131,89,79,89,4327.560674157304,177.52481995289932,33,0,baseline
132,89,79,89,4340.146516853933,177.43422043555165,33,0,baseline
133,89,80,89,4411.3806741573035,177.3344717652336,33,0,baseline
134,89,80,89,4422.25415730337,177.26418644186205,33,0,baseline
135,89,80,89,4432.271460674157,177.23725835895428,33,0,baseline
136,89,80,89,4445.199775280899,177.24754898049315,33,0,baseline
137,89,79,89,4455.302696629214,177.16230368233974,33,0,baseline
138,89,78,89,4456.330112359551,181.03786211776765,33,0,baseline
139,89,78,89,4464.9775280898875,180.99733530201559,33,0,baseline
140,89,78,89,4476.964044943821,180.95857341300118,33,0,baseline
141,89,79,89,4487.238202247191,180.87951231423216,33,0,baseline
142,89,79,89,4497.255505617977,180.81952700517684,33,0,baseline
143,89,80,89,4509.327640449438,180.74358080304035,33,0,baseline
144,89,80,89,4520.543595505618,180.65488585509803,33,0,baseline
145,89,79,89,4530.81775280899,180.60771196971604,33,0,baseline
146,89,78,89,4543.31797752809,180.5653504518711,33,0,baseline
147,89,79,89,4554.533932584269,180.46366288385678,33,0,baseline
148,89,79,89,4565.578651685393,180.39424604836665,33,0,baseline
149,89,79,89,4574.996629213483,180.34810413384164,33,0,baseline
150,89,77,89,4584.928314606742,180.2617989366634,33,0,baseline
151,89,77,89,4596.914831460675,180.230213139037,33,0,baseline
152,89,78,89,4608.387640449439,180.13211842621536,33,0,baseline
153,89,79,89,4618.490561797753,180.0704788391865,33,0,baseline
154,89,78,89,4635.357303370786,179.9065450617923,33,0,baseline
155,89,77,89,4647.600674157304,179.8026793085304,33,0,baseline
156,89,80,89,4675.683370786517,179.74758687643282,33,0,baseline
157,89,79,89,4687.755505617978,179.57126064294857,33,0,baseline
158,89,78,89,4697.687191011236,179.4539168637202,33,0,baseline
159,89,78,89,4739.725617977529,179.30026364229278,33,0,baseline
160,89,78,89,4749.571685393258,179.25100786638475,33,0,baseline
161,89,79,89,4760.616404494382,179.1128025370105,33,0,baseline
162,89,78,89,4768.150786516854,179.02400843361113,33,0,baseline
163,89,78,89,4777.74,178.94623382003087,33,0,baseline
164,89,79,89,4786.044943820225,178.85365647815564,33,0,baseline
165,89,80,89,4797.517752808989,178.7834628556701,33,0,baseline
166,89,79,89,4807.449438202248,178.65465988906098,33,0,baseline
167,89,77,89,4817.295505617978,178.52387088698444,33,0,baseline
168,89,77,89,4828.083370786517,178.47775816103305,33,0,baseline
169,89,76,89,4836.04584269663,178.41303342931266,33,0,baseline
170,89,76,89,4849.573483146067,178.21756139284898,33,0,baseline
171,89,75,89,4858.6489887640455,178.10104776234712,33,0,baseline
172,89,73,89,4868.666292134832,177.9921294140413,33,0,baseline
173,89,73,89,4876.8,177.90130555161238,33,0,baseline
174,89,71,89,4887.07415730337,177.84842822837564,33,0,baseline
175,89,69,89,4896.49213483146,177.8078901073935,33,0,baseline
176,89,69,89,4906.252584269663,177.76674559939215,33,0,baseline
177,89,68,89,4919.437752808988,177.76143691711079,33,0,baseline
178,89,68,89,4929.283820224719,177.68101079231437,33,0,baseline
179,89,67,89,4937.160674157304,177.5825665685761,33,0,baseline
180,89,68,89,4945.893707865169,177.46436565099287,33,0,baseline
181,89,68,89,4955.397303370786,177.38775844151616,33,0,baseline
182,89,68,89,4966.356404494381,177.29723628538352,33,0,baseline
183,89,65,89,4976.7161797752815,177.13076980936756,33,0,baseline
184,89,64,89,4994.781573033708,177.2105876833072,33,0,baseline
185,89,63,89,5009.0797752808985,177.14139344541843,33,0,baseline
186,89,62,89,5018.326516853933,177.09591753666157,33,0,baseline
187,89,62,89,5024.919101123595,177.02633676549718,33,0,baseline
188,89,62,89,5033.309662921349,176.98833109144184,33,0,baseline
189,89,62,89,5051.032584269663,176.93147917241396,33,0,baseline
190,89,61,89,5058.053258426966,176.85698239393187,33,0,baseline
191,89,61,89,5066.101348314607,176.82557031422158,33,0,baseline
192,89,62,89,5075.005617977528,176.75721649744125,33,0,baseline
193,89,62,89,5083.139325842698,176.69593306499493,33,0,baseline
194,89,61,89,5091.101797752809,176.67788280484612,33,0,baseline
195,89,61,89,5104.372584269663,176.6479386145434,33,0,baseline
196,89,61,89,5113.533707865168,176.62138042405033,33,0,baseline
197,89,61,89,5129.715505617977,176.60434570585323,33,0,baseline
198,89,61,89,5139.561573033709,176.56745364167796,33,0,baseline
199,89,62,89,5148.722696629214,176.56731999458682,33,0,baseline
200,89,61,89,5195.4701123595505,176.53698083405556,33,0,baseline
201,89,59,89,5202.662022471911,176.5400579366685,33,0,baseline
202,89,59,89,5211.052584269663,176.5411226769272,33,0,baseline
203,89,58,89,5219.700000000001,176.50838944061087,33,0,baseline
204,89,58,89,5226.977528089888,176.47832603110274,33,0,baseline
205,89,57,89,5231.001573033708,176.50412676843098,33,0,baseline
206,89,57,89,5238.279101123596,176.50257738813306,33,0,baseline
207,89,57,89,5247.697078651685,176.65148492217125,33,0,baseline
208,89,57,89,5344.102921348315,180.28943366249155,33,0,baseline
209,89,57,89,5351.637303370786,180.53111704136808,33,0,baseline
210,89,57,89,5358.829213483146,180.57980007588895,33,0,baseline
211,89,57,89,5365.764269662921,180.59979613925378,33,0,baseline
212,89,57,89,5371.928764044944,180.61615614594734,33,0,baseline
213,89,50,89,5381.517977528089,180.6278171518822,33,0,baseline
214,89,50,89,5388.881123595505,180.64577486248564,33,0,baseline
215,89,50,89,5399.92584269663,180.65428997431047,33,0,baseline
216,89,51,89,5408.658876404494,180.63246013202007,33,0,baseline
217,89,50,89,5425.782471910113,180.70106545035856,33,0,baseline
